date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,death,hospitalized,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-09-05,56,6194439,28161045,9021,33626,371306,6766,18089,1956,1956,180797,371306,90834027,926,1173,218536,44860,993565
2020-09-04,56,6149579,27942509,10118,34177,370133,6922,18012,1998,1943,179871,370133,89840462,999,1249,256511,51600,1089037
2020-09-03,56,6097979,27685998,9987,34753,368884,6923,17894,2038,1928,178872,368884,88751425,1072,1488,227081,44643,909820
2020-09-02,56,6053336,27458917,9293,35660,367396,7091,17784,2027,1918,177800,367396,87841605,1035,1521,211097,30655,796145
2020-09-01,56,6022681,27247820,6647,35338,365875,7084,17655,2041,1902,176765,365875,87045460,1014,1867,179210,42242,796530
2020-08-31,56,5980439,27068610,11128,35453,364008,7047,17537,2075,1877,175751,364008,86248930,380,710,180728,31720,680649
2020-08-30,56,5948719,26887882,11148,35801,363298,7268,17439,2055,1870,175371,363298,85568281,477,662,220802,38766,823350
2020-08-29,56,5909953,26667080,11151,36516,362636,7413,17401,2062,1864,174894,362636,84744931,1017,1299,257166,43995,947087
2020-08-28,56,5865958,26409914,10428,37356,361337,7564,17304,2087,1856,173877,361337,83797844,1020,1642,224635,46115,938465
2020-08-27,56,5819843,26185279,11168,37498,359695,7712,17181,2128,1831,172857,359695,82859379,1128,1654,243599,44111,857577
2020-08-26,56,5775732,25941680,4081,38515,358041,7742,17046,2143,1809,171729,358041,82001802,1300,1804,216584,44331,772668
2020-08-25,56,5731401,25725096,4091,38831,356237,7854,16920,2161,1789,170429,356237,81229134,1140,1988,224504,36839,743872
2020-08-24,56,5694562,25500592,4143,38806,354249,7854,16787,2112,1764,169289,354249,80485262,341,1031,219639,34543,714951
2020-08-23,56,5660019,25280953,4149,39064,353218,7949,16697,2131,1737,168948,353218,79770311,577,698,128482,37900,725718
2020-08-22,56,5622119,25152471,4154,40017,352520,8207,16657,2204,1736,168371,352520,79044593,1035,1603,229726,46054,908182
2020-08-21,56,5576065,24922745,4199,41049,350917,8358,16563,2288,1730,167336,350917,78136411,1119,1783,251599,46456,915434
2020-08-20,56,5529609,24671146,4170,42109,349134,8486,16487,2330,1716,166217,349134,77220977,1129,1983,208472,43844,864210
2020-08-19,56,5485765,24462674,4374,43406,347151,8747,16377,2375,1705,165088,347151,76356767,1411,1983,243232,45073,832115
2020-08-18,56,5440692,24219442,4412,43840,345168,8859,16123,2467,1695,163677,345168,75524652,1179,2261,205817,40070,771994
2020-08-17,56,5400622,24013625,4298,43614,342907,8881,15985,2444,1678,162498,342907,74752658,411,1224,186974,37751,702582
2020-08-16,56,5362871,23826651,4302,44155,341683,8958,15924,2481,1665,162087,341683,74050076,617,685,258191,42503,785200
2020-08-15,56,5320368,23568460,4452,44922,340998,9087,15891,2526,1663,161470,340998,73264876,1227,1891,249234,56046,893080
2020-08-14,56,5264322,23319226,4415,45868,339107,9277,15764,2555,1665,160243,339107,72371796,1226,2141,309137,57101,990725
2020-08-13,56,5207221,23010089,4239,47303,336966,9480,15629,2574,1649,159017,336966,71381071,1163,2675,256634,51763,954412
2020-08-12,56,5155458,22753455,4174,48067,334291,9564,15524,2602,1629,157854,334291,70426659,1517,2971,235552,56186,813796
2020-08-11,56,5099272,22517903,4118,48600,331320,9135,15331,2422,1612,156337,331320,69612863,1320,2624,230600,54935,845183
2020-08-10,56,5044337,22287303,3966,48751,328696,9209,15158,2529,1592,155017,328696,68767680,430,1554,210324,41370,741379
2020-08-09,56,5002967,22076979,3871,48997,327142,9307,15081,2507,1578,154587,327142,68026301,621,862,260584,50766,803537
2020-08-08,56,4952201,21816395,3888,50071,326280,9662,15024,2566,1561,153966,326280,67222764,1086,1494,193121,53529,789814
2020-08-07,56,4898672,21623274,3988,51327,324786,9698,14925,2628,1549,152880,324786,66432950,1323,7994,263766,60823,890426
2020-08-06,56,4837849,21359508,3903,53219,316792,9996,14810,2714,1534,151557,316792,65542524,1241,2615,267211,54048,848687
2020-08-05,56,4783801,21092297,3842,53435,314177,9988,14687,2721,1524,150316,314177,64693837,1355,2118,231712,52698,816864
2020-08-04,56,4731103,20860585,3789,53436,312059,10207,14537,2701,1493,148961,312059,63876973,1241,4423,237419,51198,806693
2020-08-03,56,4679905,20623166,3662,53517,307636,10233,14370,2664,1463,147720,307636,63070280,516,1558,208433,42738,712084
2020-08-02,56,4637167,20414733,3888,54106,306078,10415,14288,2645,1448,147204,306078,62358196,496,831,250686,53301,790665
2020-08-01,56,4583866,20164047,3975,54554,305247,10450,14227,2698,1445,146708,305247,61567531,1201,2386,233394,60679,817592
2020-07-31,56,4523187,19930653,3956,55721,302861,10473,14044,2701,1437,145507,302861,60749939,1328,2532,98386,67827,988464
2020-07-30,56,4455360,19832267,3947,56571,300329,10519,13875,2762,1415,144179,300329,59761475,1248,3291,261819,68961,887682
2020-07-29,56,4386399,19570448,3840,57422,297038,10535,13744,2771,1400,142931,297038,58873793,1503,2860,286097,64143,908717
2020-07-28,56,4322256,19284351,3600,57185,294178,10463,13559,2748,1372,141428,294178,57965076,1111,4068,235635,58457,842374
2020-07-27,56,4263799,19048716,3398,58987,290110,10328,13412,2723,1356,140317,290110,57122702,1066,1631,241474,54479,768987
2020-07-26,56,4209320,18807242,3361,58731,288479,10353,13343,2723,1336,139251,288479,56353715,561,1380,290147,60768,859179
2020-07-25,56,4148552,18517095,3377,59382,287099,10380,13279,2729,1300,138690,287099,55494536,1014,1820,281095,64845,882389
2020-07-24,56,4083707,18236000,3409,59800,285279,10389,13182,2709,1297,137676,285279,54612147,1175,3063,313787,75061,1007671
2020-07-23,56,4008646,17922213,3179,59860,282216,10423,12933,2467,1280,136501,282216,53604476,1070,2373,310508,71436,929251
2020-07-22,56,3937210,17611705,3051,59758,279843,10460,12790,2444,1258,135431,279843,52675225,1149,2238,263283,69422,901870
2020-07-21,56,3867788,17348422,3197,59476,277605,6717,12629,2414,1242,134282,277605,51773355,1041,2551,240960,62920,833566
2020-07-20,56,3804868,17107462,3003,58518,275054,6551,12475,2403,1223,133241,275054,50939789,376,1563,246497,56663,737209
2020-07-19,56,3748205,16860965,3052,58052,273491,6384,12393,2362,1216,132865,273491,50202580,527,888,266177,64230,789513
2020-07-18,56,3683975,16594788,3032,57822,272603,6397,12342,2343,1211,132338,272603,49413067,876,1992,214410,64750,869668
2020-07-17,56,3619225,16380378,3002,57871,270611,6451,12243,2352,1200,131462,270611,48543399,939,2485,277945,76524,943532
2020-07-16,56,3542701,16102433,2929,57602,268126,6349,12091,2314,1175,130523,268126,47599867,941,2210,286947,70489,948000
2020-07-15,56,3472212,15815486,2947,56340,265916,6328,12002,2322,1166,129582,265916,46651867,863,2388,268202,69373,913964
2020-07-14,56,3402839,15547284,960,55678,263528,6238,11857,2263,1154,128719,263528,45737903,741,2246,259542,58609,835205
2020-07-13,56,3344230,15287742,2610,54118,261282,6063,11749,2254,1142,127978,261282,44902698,329,1120,225250,57160,764696
2020-07-12,56,3287070,15062492,2639,52860,260162,5930,11679,2182,1136,127649,260162,44138002,472,894,263609,61605,796940
2020-07-11,56,3225465,14798883,2618,51982,259268,5939,11612,2169,1128,127177,259268,43341062,755,5088,264909,62569,836027
2020-07-10,56,3162896,14533974,2493,51724,254180,5899,11523,2192,1118,126422,254180,42505035,839,2196,288642,67111,912598
2020-07-09,56,3095785,14245332,2530,44051,251984,5843,11370,2129,1138,125583,251984,41592437,863,1661,283969,59062,846616
2020-07-08,56,3036723,13961363,2360,43207,250323,5872,11303,2167,1103,124720,250323,40745821,819,1890,211173,62813,780578
2020-07-07,56,2973910,13750190,2136,41949,248433,5838,11177,2102,1084,123901,248433,39965243,905,1976,208560,50990,742033
2020-07-06,56,2922920,13541630,1907,39960,246457,5678,11058,2104,1070,122996,246457,39223210,237,762,171559,40925,650829
2020-07-05,56,2881995,13370071,1885,38872,245695,5653,11010,2080,1064,122759,245695,38572381,209,582,211440,45334,620599
2020-07-04,56,2836661,13158631,2083,38281,245113,5633,10977,1982,1063,122550,245113,37951782,296,872,211195,54881,690846
2020-07-03,56,2781780,12947436,2237,37927,244241,5597,10936,2049,1059,122254,244241,37260936,603,1358,247534,54199,796182
2020-07-02,56,2727581,12699902,2208,37646,242883,5636,10843,2104,1041,121651,242883,36464754,699,1697,228663,53511,774335
2020-07-01,56,2674070,12471239,2604,36526,241186,5492,10752,2099,1027,120952,241186,35690419,698,1429,224206,51046,729493
2020-06-30,56,2623024,12247033,2432,35337,239757,5426,10669,2044,1008,120254,239757,34960926,579,1473,225256,47010,710726
2020-06-29,56,2576014,12021777,2194,33742,238284,5389,10542,2021,990,119675,238284,34250200,336,731,246910,39398,661374
2020-06-28,56,2536616,11774867,2198,32575,237553,5252,10473,2077,983,119339,237553,33588826,273,547,227957,41745,613978
2020-06-27,56,2494871,11546910,2186,32566,237006,5314,10415,2159,977,119066,237006,32974848,508,1058,215921,43058,721135
2020-06-26,56,2451813,11330989,2201,31850,235948,5290,10334,2069,966,118558,235948,32253713,618,1542,220349,44340,793454
2020-06-25,56,2407473,11110640,2133,31922,234406,5319,10257,2214,951,117940,234406,31460259,648,1296,247894,39707,715570
2020-06-24,56,2367766,10862746,2049,31270,233110,5292,10173,2247,934,117292,233110,30744689,704,1246,184637,39117,562962
2020-06-23,56,2328649,10678109,1891,30355,231864,5392,10077,2292,918,116588,231864,30181727,724,1271,171427,33447,670015
2020-06-22,56,2295202,10506682,2028,28963,230593,5325,10002,2301,909,115864,230593,29511712,288,824,166595,26829,499163
2020-06-21,56,2268373,10340087,2084,28325,229769,5195,9944,2321,904,115576,229769,29012549,293,519,172865,29188,505598
2020-06-20,56,2239185,10167222,2108,28084,229250,5229,9908,2380,888,115283,229250,28506951,615,699,198745,32236,611463
2020-06-19,56,2206949,9968477,2032,28693,228551,5337,9876,2433,884,114668,228551,27895488,652,1578,234737,30865,663567
2020-06-18,56,2176084,9733740,1903,28538,226973,5472,9736,2518,869,114016,226973,27231921,682,1108,185993,27042,556712
2020-06-17,56,2149042,9547747,1745,28647,225865,5608,9665,2584,857,113334,225865,26675209,780,1077,193666,24153,561448
2020-06-16,56,2124889,9354081,1604,28370,224788,5570,9590,2591,845,112554,224788,26113761,720,1184,180528,22838,504724
2020-06-15,56,2102051,9173553,1619,28034,223604,5700,9516,2636,835,111834,223604,25609037,385,664,167343,18255,448011
2020-06-14,56,2083796,9006210,1672,28020,222940,5749,9466,2716,834,111449,222940,25161026,355,610,169214,21658,477533
2020-06-13,56,2062138,8836996,1698,28578,222330,5883,9430,2726,830,111094,222330,24683493,694,954,197530,25453,544608
2020-06-12,56,2036685,8639466,1783,29306,221376,6009,9373,2738,814,110400,221376,24138885,766,1376,228304,23141,623384
2020-06-11,56,2013544,8411162,1816,29850,220000,6075,9295,2885,792,109634,220000,23515501,896,1526,149629,21991,484979
2020-06-10,56,1991553,8261533,1737,30961,218474,6256,9225,3022,780,108738,218474,23030522,893,1239,168836,20880,482620
2020-06-09,56,1970673,8092697,1661,31179,217235,6453,9141,3088,771,107845,217235,22547902,886,1279,155350,16916,454850
2020-06-08,56,1953757,7937347,1606,31105,215956,6398,9013,3238,762,106959,215956,22093052,675,1071,132298,16923,405793
2020-06-07,56,1936834,7805049,1733,31490,214885,6501,8957,3298,753,106284,214885,21687259,447,655,188348,19056,434862
2020-06-06,56,1917778,7616701,1796,31994,214230,6762,8920,3476,750,105837,214230,21252397,714,989,224192,22746,557957
2020-06-05,56,1895032,7392509,1749,32502,213241,6921,8863,3520,740,105123,213241,20694440,835,1518,233592,23050,624244
2020-06-04,56,1871982,7158917,3474,32802,211723,7044,8787,3662,723,104288,211723,20070196,883,-2856,180430,20477,498869
2020-06-03,56,1851505,6978487,3556,33227,214579,7229,8688,3754,717,103405,214579,19571327,975,2145,185773,20182,504449
2020-06-02,56,1831323,6792714,4054,33956,212434,7410,8566,3854,710,102430,212434,19066878,971,1735,161590,19879,449048
2020-06-01,56,1811444,6631124,3455,34325,210699,7592,8485,3950,704,101459,210699,18617830,679,2862,158114,20101,419427
2020-05-31,56,1791343,6473010,3270,34925,207837,7625,8445,3669,704,100780,207837,18198403,655,895,147185,21641,430493
2020-05-30,56,1769702,6325825,1668,35759,206942,7960,8305,4008,698,100125,206942,17767910,923,1421,167649,23596,457174
2020-05-29,56,1746106,6158176,2978,36942,205521,8170,8235,4028,689,99202,205521,17310736,1174,1571,196292,23618,534228
2020-05-28,56,1722488,5961884,1906,38000,203950,8392,8109,4079,676,98028,203950,16776508,1235,1594,188257,22799,493996
2020-05-27,56,1699689,5773627,3132,38300,202356,8552,8015,4223,666,96793,202356,16282512,1335,1561,151062,19172,416554
2020-05-26,56,1680517,5622565,1549,37751,200795,8580,7899,4221,650,95458,200795,15865958,665,17287,112350,16690,315330
2020-05-25,56,1663827,5510215,3368,37703,183508,8467,7847,4232,642,94793,183508,15550628,556,898,167919,18555,408047
2020-05-24,56,1645272,5342296,3860,37742,182610,8491,7801,4380,639,94237,182610,15142581,688,1028,128061,19062,389319
2020-05-23,56,1626210,5214235,4084,38625,181582,8739,7770,4621,638,93549,181582,14753262,1040,1385,118220,22561,444574
2020-05-22,56,1603649,5096015,3709,40008,180197,9042,7689,4714,633,92509,180197,14308688,1290,3949,172853,24115,453783
2020-05-21,56,1579534,4923162,3641,41359,176248,9092,7412,4871,616,91219,176248,13854905,1380,4547,228097,26831,508832
2020-05-20,56,1552703,4695065,2973,41856,171701,9522,7319,4907,613,89839,171701,13346073,1397,1756,167279,21293,450292
2020-05-19,56,1531410,4527786,2944,42023,169945,9598,7217,5032,606,88442,169945,12895781,1317,1548,165975,20687,420506
2020-05-18,56,1510723,4361811,3596,41940,168397,9748,7064,5260,602,87125,168397,12475275,854,1132,127310,20597,349995
2020-05-17,56,1490126,4234501,3449,42019,167265,9945,7003,5467,593,86271,167265,12125280,873,1134,140015,20436,351153
2020-05-16,56,1469690,4094486,3788,43515,166131,10276,6945,5532,592,85398,166131,11774127,1237,1796,130077,23743,392591
2020-05-15,56,1445947,3964409,2457,44553,164335,10476,6890,5744,589,84161,164335,11381536,1538,1314,123836,25490,406415
2020-05-14,56,1420457,3840573,2673,45923,163021,10655,6795,5940,582,82623,163021,10975121,1853,3160,137271,26773,391455
2020-05-13,56,1393684,3703302,1983,46921,159861,10991,6713,6164,572,80770,159861,10583666,1730,1786,116695,21500,345138
2020-05-12,56,1372184,3586607,1803,47343,158075,11241,6585,6350,559,79040,158075,10238528,1509,1486,109273,22442,339232
2020-05-11,56,1349742,3477334,1989,46550,156589,11153,6488,6349,551,77531,156589,9899296,891,1374,207145,18140,374214
2020-05-10,56,1331602,3270189,3095,46735,155215,11382,6445,6392,547,76640,155215,9525082,1035,1043,93962,21116,275936
2020-05-09,56,1310486,3176227,3054,48581,154172,11504,6367,6550,543,75605,154172,9249146,1456,1680,111242,25320,323737
2020-05-08,56,1285166,3064985,3307,49770,152492,11786,6294,6793,531,74149,152492,8925409,1784,6230,104963,27197,312586
2020-05-07,56,1257969,2960022,3171,51445,146262,12135,5174,7067,529,72365,146262,8612823,2748,4191,93943,27229,330008
2020-05-06,56,1230740,2866079,2742,52609,142071,12480,4911,4758,449,69617,142071,8282815,1918,2154,89076,25256,284216
2020-05-05,56,1205484,2777003,2633,53164,139917,12620,4794,4810,439,67699,139917,7998599,2490,1932,104879,22344,278449
2020-05-04,56,1183140,2672124,2791,52375,137985,12701,4579,4852,430,65209,137985,7720150,1028,1765,89245,22195,236185
2020-05-03,56,1160945,2582879,2812,52623,136220,12724,4502,4762,425,64181,136220,7483965,1248,1855,95643,25789,240968
2020-05-02,56,1135156,2487236,1578,54008,134365,12904,4386,4846,375,62933,134365,7242997,1527,1995,79105,29196,272239
2020-05-01,56,1105960,2408131,1639,54897,132370,12861,4300,4712,376,61406,132370,6970758,1809,9874,104558,32808,285823
2020-04-30,56,1073152,2303573,2775,54905,122496,13246,4192,4708,373,59597,122496,6684935,2160,2382,81678,30046,275561
2020-04-29,56,1043106,2221895,4832,56009,120114,13550,4093,4803,365,57437,120114,6409374,2676,2946,87461,26176,256119
2020-04-28,56,1016930,2134434,4206,56034,117168,13562,3798,4760,252,54761,117168,6153255,2078,2014,69320,25234,216665
2020-04-27,56,991696,2065114,4077,56183,115154,13812,3720,4867,252,52683,115154,5936590,1290,2245,62965,22407,194539
2020-04-26,56,969289,2002149,4445,56161,112909,14093,2571,5119,227,51393,112909,5742051,1219,2215,75323,27314,205794
2020-04-25,56,941975,1926826,5315,57340,110694,14411,2516,5266,227,50174,110694,5536257,1629,2297,104803,35734,276303
2020-04-24,56,906241,1822023,4396,57370,108397,14623,2468,5194,227,48545,108397,5259954,1974,2388,83279,34226,245379
2020-04-23,56,872015,1738744,4258,59214,106009,14737,2428,5463,227,46571,106009,5014575,1809,2820,64842,31953,218113
2020-04-22,56,840062,1673902,4191,59207,103189,15016,2370,5474,227,44762,103189,4796462,2085,3086,-214153,29176,334406
2020-04-21,56,810886,1888055,3956,59779,100103,14945,2315,5514,214,42677,100103,4462056,2479,2736,63914,26039,166966
2020-04-20,56,784847,1824141,4037,56721,97367,14463,2193,5569,214,40198,97367,4295090,1816,2309,70851,25967,144633
2020-04-19,56,758880,1753290,11324,56497,95058,14385,2145,5603,214,38382,95058,4150457,1763,2177,69050,27523,148926
2020-04-18,56,731357,1684240,9906,57799,92881,14764,2096,5733,205,36619,92881,4001531,1895,3440,70405,27950,171880
2020-04-17,56,703407,1613835,10889,58892,89441,14910,2052,6098,187,34724,89441,3829651,2118,3366,69199,31984,172149
2020-04-16,56,671423,1544636,16927,59496,86075,15136,1834,5940,176,32606,86075,3657502,2194,3172,79739,31527,183046
2020-04-15,56,639896,1464897,16901,59930,82903,14639,1783,6033,223,30412,82903,3474456,2545,3502,57904,29983,149278
2020-04-14,56,609913,1406993,16615,59610,79401,14047,1715,5981,221,27867,79401,3325178,2352,3172,73584,25912,160255
2020-04-13,56,584001,1333409,17159,56211,76229,13605,1622,6170,208,25515,76229,3164923,1633,4491,58602,24252,125624
2020-04-12,56,559749,1274807,16419,55294,71738,13597,1449,5962,158,23882,71738,3039299,1700,3322,67738,28127,140609
2020-04-11,56,531622,1207069,16593,55563,68416,13293,1399,5986,152,22182,68416,2898690,2075,3735,62940,31282,158723
2020-04-10,56,500340,1144129,17435,53167,64681,12693,1179,5937,39,20107,64681,2739967,2083,4911,56160,33732,155676
2020-04-09,56,466608,1087969,17622,51323,59770,12445,918,5798,39,18024,59770,2584291,2051,3829,82730,34961,170558
2020-04-08,56,431647,1005239,17219,45359,55941,10276,862,4142,39,15973,55941,2413733,2003,4387,68030,30996,165594
2020-04-07,56,400651,937209,16548,43849,51554,9978,738,4047,43,13970,51554,2248139,2038,2931,78959,30430,170116
2020-04-06,56,370221,858250,17283,36159,48623,7079,663,2961,39,11932,48623,2078023,1314,2962,69818,28262,137710
2020-04-05,56,341959,788432,17303,32180,45661,5811,609,650,39,10618,45661,1940313,1342,3953,33778,25877,129555
2020-04-04,56,316082,754654,15569,30456,41708,5500,403,656,39,9276,41708,1810758,1478,4993,143471,33102,231172
2020-04-03,56,282980,611183,61976,25723,36715,4928,335,623,39,7798,36715,1579586,1287,4621,54867,31838,142351
2020-04-02,56,251142,556316,62097,22995,32094,4513,305,576,32,6511,32094,1437235,1175,4164,51001,28071,130666
2020-04-01,56,223071,505315,59665,20906,27930,3937,256,561,32,5336,27930,1306569,1006,4148,44838,26257,123021
2020-03-31,56,196814,460477,59518,18155,23782,3487,230,506,0,4330,23782,1183548,908,3995,44084,24947,114567
2020-03-30,56,171867,416393,65369,15892,19787,3087,187,449,0,3422,19787,1068981,585,2473,50637,21187,100592
2020-03-29,56,150680,365756,65545,14055,17314,2456,156,433,0,2837,17314,968389,505,2797,42230,19681,87451
2020-03-28,56,130999,323526,65709,12393,14517,2174,140,390,0,2332,14517,880938,551,2406,67866,19780,111615
2020-03-27,56,111219,255660,60091,10887,12111,1792,124,293,0,1781,12111,769323,410,2589,45279,19223,101375
2020-03-26,56,91996,210381,60251,7805,9522,1299,91,258,0,1371,9522,667948,313,2449,42610,17604,106554
2020-03-25,56,74392,167771,51235,5140,7073,0,74,167,0,1058,7073,561394,241,1954,33269,12636,82501
2020-03-24,56,61756,134502,14433,3938,5119,0,0,0,0,817,5119,478893,236,1186,33117,10883,86611
2020-03-23,56,50873,101385,14571,2812,3933,0,0,0,0,581,3933,392282,101,950,21323,11182,57311
2020-03-22,56,39691,80062,3275,2173,2983,0,0,0,0,480,2983,334971,145,962,12427,9229,52169
2020-03-21,56,30462,67635,3468,1492,2021,0,0,0,0,335,2021,282802,62,1849,16003,6940,52201
2020-03-20,56,23522,51632,3334,1042,172,0,0,0,0,273,172,230601,70,44,11704,6095,49507
2020-03-19,56,17427,39928,2940,617,128,0,0,0,0,203,128,181094,51,34,8359,4611,39211
2020-03-18,56,12816,31569,2349,416,94,0,0,0,0,152,94,141883,28,18,5452,3352,32127
2020-03-17,56,9464,26117,1685,325,76,0,0,0,0,124,76,109756,22,33,5027,2087,26768
2020-03-16,56,7377,21090,1734,0,43,0,0,0,0,102,43,82988,22,6,11462,1713,22954
2020-03-15,51,5664,9628,2174,0,37,0,0,0,0,80,37,60034,15,10,2571,1288,10202
2020-03-14,51,4376,7057,1236,0,27,0,0,0,0,65,27,49832,8,4,1616,1026,9816
2020-03-13,51,3350,5441,1035,0,23,0,0,0,0,57,23,40016,5,6,1149,845,9733
2020-03-12,51,2505,4292,673,0,17,0,0,0,0,52,17,30283,9,5,991,682,6683
2020-03-11,51,1823,3301,568,0,12,0,0,0,0,43,12,23600,6,3,1021,418,4447
2020-03-10,51,1405,2280,453,0,9,0,0,0,0,37,9,19153,2,0,494,385,3322
2020-03-09,51,1020,1786,315,0,9,0,0,0,0,35,9,15831,4,3,442,276,2055
2020-03-08,51,744,1344,334,0,6,0,0,0,0,31,6,13776,4,0,196,170,1130
2020-03-07,51,574,1148,521,0,6,0,0,0,0,27,6,12646,1,0,274,137,931
2020-03-06,40,437,874,482,0,6,0,0,0,0,26,6,11715,6,1,161,132,2177
2020-03-05,32,305,713,211,0,5,0,0,0,0,20,5,9538,4,1,132,65,1515
2020-03-04,26,240,581,106,0,4,0,0,0,0,16,4,8023,2,4,576,126,890
2020-03-03,16,114,5,0,0,0,0,0,0,0,14,0,7133,3,0,2,42,279
2020-03-02,12,72,3,0,0,0,0,0,0,0,11,0,6854,3,0,1,30,203
2020-03-01,11,42,2,0,0,0,0,0,0,0,8,0,6651,3,0,2,24,96
2020-02-29,8,18,0,0,0,0,0,0,0,0,5,0,6555,1,0,0,3,65
2020-02-28,7,15,0,0,0,0,0,0,0,0,4,0,6490,2,0,0,2,3
2020-02-27,7,13,0,0,0,0,0,0,0,0,2,0,6487,0,0,0,1,6446
2020-02-26,6,12,0,0,0,0,0,0,0,0,2,0,41,2,0,0,2,0
2020-02-25,6,10,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,1
2020-02-24,6,9,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,2
2020-02-23,6,8,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0
2020-02-22,6,7,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1
2020-02-21,6,7,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1
2020-02-20,6,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1
2020-02-19,6,7,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,6
2020-02-18,6,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
2020-02-17,6,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1
2020-02-16,6,7,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2
2020-02-15,6,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4
2020-02-14,5,7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0
2020-02-13,5,6,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,1
2020-02-12,5,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1
2020-02-11,5,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
2020-02-10,5,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1
2020-02-09,4,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2020-02-08,4,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2
2020-02-07,4,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
2020-02-06,4,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,1
2020-02-05,4,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
2020-02-04,4,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4
2020-02-03,4,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,3
2020-02-02,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2020-02-01,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2020-01-31,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3
2020-01-30,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2020-01-29,4,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2
2020-01-28,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-01-27,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2020-01-26,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-01-25,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-01-24,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-01-23,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2020-01-22,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020-01-21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-01-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
